ID,Name
474,Heal - HP Regen
475,Blessing of the Erdtree - HP Regen
480,
481,Shadow Bait
482,Alluring Pot
483,Alluring Pot
484,Beastlure Pot Effect
485,
486,
487,
490,Rune Arc
491,Rune Arc
499,Rune Arc
500,Hemorrhage [Cycle]
501,Hemorrhage - Presence of Blood
505,Poison/Scarlet Rot [Cycle]
506,Poison/Scarlet Rot - Presence of Rot
510,
511,
512,
513,
514,
530,Furlcalling Finger Remedy - Reveal Phantom Signs
531,White Cipher Ring - Request Aid
532,Blue Cipher Ring - Answer Aid Request
533,Taunter's Tongue - Encourage Invasion
534,Small Golden Effigy - Send Summon Sign to Summoning Pool
535,Small Red Effigy - Send Invasion Sign to Summoning Pool
536,Phantom Bloody/Recusant Finger - Attempt Invasion
539,
540,
541,
542,
543,
544,
545,
546,
590,
591,
592,
600,Godrick's Great Rune
601,
602,
603,
604,
605,
606,
607,
608,
609,
610,Radahn's Great Rune
611,
612,
613,
614,
615,
616,
617,
618,
619,
620,Morgott's Great Rune
621,
622,
623,
624,
625,
626,
627,
628,
629,
630,Rykard's Great Rune
631,
632,
633,
634,
635,
636,
637,
638,
639,
640,Mohg's Great Rune
641,
642,
643,
644,
645,
646,
647,
648,
649,
650,Malenia's Great Rune
651,
652,
653,
654,
655,
656,
657,
658,
659,
790,
800,[Ash of War] Barricade Shield (Type 1) - Trigger
801,[Ash of War] Barricade Shield (Type 1) - Effect
802,[Ash of War] Barricade Shield (Type 2) - Trigger
803,[Ash of War] Barricade Shield (Type 2) - Effect
804,[Ash of War] Barricade Shield (Type 3) - Trigger
805,[Ash of War] Barricade Shield (Type 4) - Trigger
806,[Ash of War] Barricade Shield (Type 4) - Effect
807,[Ash of War] Barricade Shield (Type 5) - Trigger
808,[Ash of War] Barricade Shield (Type 5) - Trigger
809,[Ash of War] Barricade Shield (Type 5) - Effect
810,[Ash of War] Barricade Shield (Type 6) - Trigger
811,[Ash of War] Barricade Shield (Type 6) - Effect
812,[Ash of War] Barricade Shield (Type 7) - Trigger
813,[Ash of War] Barricade Shield (Type 7) - Trigger
814,[Ash of War] Barricade Shield (Type 7) - Effect
820,
821,
822,
823,
825,
826,
827,
828,
829,Unknown - Frostbite
830,
831,
832,
833,
834,
835,
836,
837,
838,
840,
841,
842,
843,
845,
846,
847,
848,
850,
855,
860,Gargoyle's Blackblade - Bullet
865,
870,Reduvia - Bullet
875,Unknown - Frostbite
1000,
1001,
1002,
1500,
1501,
1502,
1505,
1510,
1511,
1512,
1513,
1515,
1520,
1521,
1525,Erdtree Greatshield - Bullet
1526,
1530,Unknown - Frostbite
1540,
1545,Winged Greathorn - Bullet
1550,
1555,
1560,
1565,
1570,
1575,Unknown - Frostbite
1576,Royal Greatsword - Bullet
1580,
1585,
1586,
1587,
1588,
1589,
1590,
1591,
1595,
1600,
1601,
1605,
1606,
1607,
1608,
1609,
1610,
1611,
1612,
1615,Unknown - Hemorrhage
1616,Unknown - Hemorrhage
1617,
1618,
1619,
1620,
1621,
1622,
1623,
1624,
1625,Mohgwyn's Sacred Spear - Bullet
1626,
1627,
1628,
1629,
1630,
1631,
1632,
1635,
1636,
1640,
1641,
1645,
1646,
1647,
1648,
1650,Endure - Toughness
1651,
1655,
1656,
1660,
1661,
1662,
1665,
1666,
1667,
1670,
1671,
1675,
1676,
1677,
1678,
1680,
1681,Regal Roar - Heavy Special
1682,
1683,Regal Roar - Heavy Special - Left
1685,
1686,Regal Roar - Heavy Special (No FP)
1687,
1688,Regal Roar - Heavy Special - Left (No FP)
1690,
1691,
1692,
1693,
1694,
1695,
1696,
1697,
1698,
1699,
1700,
1701,
1702,
1703,
1704,
1705,
1706,
1707,
1708,
1709,
1710,
1715,
1716,Golden Tempering - Heavy Special
1717,
1718,Golden Tempering - Heavy Special - Left
1720,
1721,Moonlight Greatsword - Heavy Special
1722,
1723,Moonlight Greatsword - Heavy Special - Left
1724,Unknown - Frostbite
1725,
1726,
1727,
1728,
1730,
1731,
1732,
1733,
1734,[Ash of War] Golden Vow
1735,
1736,
1740,
1745,
1750,
1751,
1753,[Ash of War] Seppeku
1754,
1755,
1756,Unknown - Hemorrhage
1757,
1758,
1759,Unknown - Hemorrhage
1760,
1761,Unknown - Hemorrhage
1763,
1765,[Ash of War] Assassin's Gambit - Effect
1766,[Ash of War] Assassin's Gambit - Effect
1767,[Ash of War] Assassin's Gambit - Effect
1768,Commander's Standard - Bullet
1769,Commander's Standard - Bullet - Allies
1770,Commander's Standard - Effect
1771,
1772,
1773,
1774,
1775,
1776,
1777,
1778,
1780,Unknown - Madness
1781,Unknown - Madness
1782,Unknown - Madness
1785,
1789,Ash of War - Death Flare
1790,
1791,
1792,
1793,
1794,
1795,
1800,Unknown - Frostbite
1801,Unknown - Frostbite
1805,
1806,
1807,
1808,
1809,Unknown - Frostbite
1810,
1811,War Cry - Heavy Special
1812,
1813,War Cry - Heavy Special - Left
1815,
1816,War Cry - Heavy Special (No FP)
1817,
1818,War Cry - Heavy Special - Left (No FP)
1820,
1821,
1822,
1823,
1825,
1826,
1827,
1828,
1830,
1831,
1835,
1836,
1837,
1840,
1841,
1842,
1843,
1845,
1846,
1847,
1848,
1850,
1851,Unk - Toughness
1852,
1855,Sword of Milos - Bullet
1856,Sword of Milos - Bullet
1859,
1860,
1861,Unk - Heavy Special
1862,
1863,Unk - Heavy Special
1864,
1865,
1866,
1867,
1868,
1869,
1870,
1871,
1872,
1875,
1880,
1881,
1882,
1883,
1884,
1885,Sword of St. Trina - Bullet
1890,
1891,
1892,
1893,
1894,Unknown - Frostbite
1896,Devourer's Scepter - Bullet
1897,Scepter of the All-Knowing - Bullet Knowledge Above All
1898,
1899,
1900,
1901,Unknown - Frostbite
1902,
1903,
1904,
1905,
1908,
1910,Carian Regal Scepter - Boost Damage
1911,Carian Glintstone Staff - Boost Damage
1912,Carian Glintblade Staff - Boost Damage
1913,Digger's Staff - Boost Damage
1914,Crystal Staff - Boost Damage
1915,
1916,
1917,Gelmir Glintstone Staff - Boost Damage
1918,Staff of the Guilty - Boost Damage
1919,Prince of Death's Staff - Boost Damage
1920,Meteorite Staff - Boost Damage
1921,Staff of Loss - Boost Damage
1922,Godslayer's Seal - Boost Damage
1923,Giant's Seal - Boost Damage
1924,Gravel Stone Seal - Boost Damage
1925,Clawmark Seal - Boost Damage
1926,Golden Order Seal - Boost Damage
1927,Dragon Communion Seal - Boost Damage
1928,Frenzied Flame Seal - Boost Damage
1929,
1930,
1931,
1932,
1933,Azur's Glintstone Staff - Effect
1934,Lusat's Glintstone Staff - Effect
1935,
1936,
1937,Lion Greatbow
1938,Serpent Bow
1939,Serpent Bow [Attack]
1940,Bow
1950,
1951,
1952,
1953,
1954,
1955,
1956,
1957,
1958,
1959,
3000,
3039,
3050,Stanching Boluses
3051,Stanching Boluses [Chain]
3052,
3055,Stimulating Boluses
3056,Stimulating Boluses [Chain]
3060,Neutralizing Boluses
3061,Neutralizing Boluses [Chain]
3065,Clarifying Boluses
3066,Clarifying Boluses [Chain]
3070,Preserving Boluses
3071,Preserving Boluses [Chain]
3075,
3080,
3090,Rejuvenating Boluses
3091,Rejuvenating Boluses [Chain]
3092,Thawfrost Boluses
3093,Thawfrost Boluses [Chain]
3100,
3115,Kukri
3120,Fetid Pot
3121,
3125,Swarm of Flies - Hemorrhage [Cycle]
3126,Swarm of Flies  - Hemorrhage
3130,
3131,
3135,
3136,
3140,Freezing Grease
3141,Freezing Grease [Attack]
3142,Drawstring Freezing Grease
3143,Drawstring Freezing Grease [Attack]
3144,Freezing Grease - Left
3145,Freezing Grease - Left [Attack]
3146,Drawstring Freezing Grease - Left
3147,Drawstring Freezing Grease - Left [Attack]
3150,Soporific Grease
3151,Soporific Grease [Attack]
3152,Drawstring Soporific Grease
3153,Drawstring Soporific Grease [Attack]
3154,Soporific Grease - Left
3155,Soporific Grease - Left [Attack]
3156,Drawstring Soporific Grease - Left
3157,Drawstring Soporific Grease - Left [Attack]
3160,Fire Grease - Right
3161,Drawstring Fire Grease - Right
3162,Fire Grease - Left
3163,Drawstring Fire Grease - Left
3165,Lightning Grease - Right
3166,Drawstring Lightning Grease - Right
3167,Lightning Grease - Left
3168,Drawstring Lightning Grease - Left
3170,Magic Grease - Right
3171,Drawstring Magic Grease - Right
3172,Magic Grease - Left
3173,Drawstring Magic Grease - Left
3175,Poison Grease - Right
3176,Poison Grease - Right [Attack]
3177,Drawstring Poison Grease - Right
3178,Drawstring Poison Grease - Right [Attack]
3179,Poison Grease - Left
3180,Poison Grease - Left [Attack]
3181,Drawstring Poison Grease - Left
3182,Drawstring Poison Grease - Left [Attack]
3185,Holy Grease - Right
3186,Drawstring Holy Grease - Right
3187,Holy Grease - Left
3188,Drawstring Holy Grease - Left
3190,Blood Grease - Right
3191,Blood Grease - Right [Attack]
3192,Drawstring Blood Grease - Right
3193,Drawstring Blood Grease - Right [Attack]
3194,Blood Grease - Left
3195,Blood Grease - Left [Attack]
3196,Drawstring Blood Grease - Left
3197,Drawstring Blood Grease - Left [Attack]
3200,Holy Water Pot
3210,
3220,
3221,
3222,
3223,
3224,
3225,
3226,
3230,
3231,
3240,Telescope
3245,Lantern - Right
3246,Lantern - Left
3250,
3260,Dragonwound Grease - Right
3262,Dragonwound Grease - Left
3269,Golden Rune [1]
3270,Golden Rune [2]
3271,Golden Rune [3]
3272,Golden Rune [4]
3273,Golden Rune [5]
3274,Golden Rune [6]
3275,Golden Rune [7]
3276,Golden Rune [8]
3277,Golden Rune [9]
3278,Golden Rune [10]
3279,Golden Rune [11]
3280,Golden Rune [12]
3281,Golden Rune [13]
3282,Numen's Rune
3283,Hero's Rune [1]
3284,Hero's Rune [2]
3285,Hero's Rune [3]
3286,Hero's Rune [4]
3287,Hero's Rune [5]
3288,Lord's Rune
3300,Unknown - Frostbite
3307,
3308,
3309,Unknown - Frostbite
3310,Rot Grease - Right
3311,Rot Grease - Right [Attack]
3312,Drawstring Rot Grease - Right
3313,Drawstring Rot Grease - Right [Attack]
3314,Rot Grease - Left
3315,Rot Grease - Left [Attack]
3316,Drawstring Rot Grease - Left
3317,Drawstring Rot Grease - Left [Attack]
3330,
3340,
3360,Warming Stone
3365,
3370,
3375,Holy Water Grease - Right
3376,Holy Water Grease - Left
3380,Cursed-Blood Pot
3381,Cursed-Blood Pot
3382,Cursed-Blood Pot
3383,Cursed-Blood Pot
3450,Rune Arc
3500,Crimsonspill Crystal Tear
3501,Greenspill Crystal Tear
3505,Crimson Crystal Tear
3506,Cerulean Crystal Tear
3507,Opaline Bubbletear
3508,
3512,Crimson Bubbletear
3513,Crimson Bubbletear [Chain]
3515,Strength-knot Crystal Tear
3516,Dexterity-knot Crystal Tear
3517,Intelligence-knot Crystal Tear
3518,Faith-knot Crystal Tear
3519,Leaden Hardtear
3530,
3531,
3550,Thorny Cracked Tear
3551,Thorny Cracked Tear [Cycle]
3552,Thorny Cracked Tear [Cycle]
3553,Thorny Cracked Tear [Cycle]
3554,Thorny Cracked Tear [Chain]
3555,Thorny Cracked Tear [Chain]
3556,Thorny Cracked Tear [Chain]
3557,Thorny Cracked Tear [Chain]
3558,
3559,
3560,
3561,
3580,Crimsonwhorl Bubbletear
3581,Crimsonwhorl Bubbletear [Chain]
3582,Crimsonwhorl Bubbletear [Chain]
3583,Crimsonwhorl Bubbletear [Cycle]
3584,Crimsonwhorl Bubbletear [Chain]
3600,Lucent Baldachin's Blessing
3601,
3602,
3603,Speckled Hardtear
3604,Speckled Hardtear [Cycle]
3605,Speckled Hardtear [Chain]
3606,Speckled Hardtear [Chain]
3607,Speckled Hardtear [Chain]
3608,Speckled Hardtear [Chain]
3609,Speckled Hardtear [Chain]
3610,Speckled Hardtear [Chain]
3611,Speckled Hardtear [Chain]
3612,Speckled Hardtear [Cycle]
3613,Speckled Hardtear [Cycle]
3614,Speckled Hardtear [Cycle]
3615,Speckled Hardtear [Cycle]
3616,Speckled Hardtear [Cycle]
3617,Speckled Hardtear [Cycle]
3618,Speckled Hardtear [Cycle]
3650,
3700,
3710,
3720,Remembrance of the Grafted
3721,Remembrance of the Starscourge
3722,Remembrance of the Omen King
3723,Remembrance of the Blasphemous
3724,Remembrance of the Rot Goddess
3725,Remembrance of the Blood Lord
3726,Remembrance of the Black Blade
3727,Remembrance of Hoarah Loux
3728,Remembrance of the Dragonlord
3729,Remembrance of the Full Moon Queen
3730,Remembrance of the Lichdragon
3731,Remembrance of the Fire Giant
3732,Remembrance of the Regal Ancestor
3733,Elden Remembrance
3734,Remembrance of the Naturalborn
3750,
3751,Unknown - Hemorrhage
3810,
3910,Spellproof Dried Liver
3920,Fireproof Dried Liver
3930,Lightningproof Dried Liver
3940,Holyproof Dried Liver
3950,Exalted Flesh
3953,Pickled Turtle Neck
3960,Immunizing Cured Meat
3961,Invigorating Cured Meat
3962,Clarifying Cured Meat
3963,Dappled Cured Meat
3970,Silver-Pickled Fowl Foot
3971,Gold-Pickled Fowl Foot
4001,
4002,
4003,
4004,
4010,
4011,
4012,
4013,
4014,
4020,
4021,
4022,
4023,
4024,
4040,
4050,
4051,
4052,
4053,
4054,
4055,
4080,
4085,
4090,
4091,
4100,Sanguine Noble - Bullet - Slow
4101,Sanguine Noble - Bullet - Slow
4150,
4170,
4171,
4190,
4191,
4192,
4195,
4196,
4200,
4201,Golden Leaves Weather (Bonus Runes)
4202,
4205,
4210,
4211,
4212,
4213,
4230,
4240,
4241,
4250,
4260,
4270,Disable Grace Warp
4271,Disable Grace Warp
4272,Disable Grace Warp
4280,
4281,
4282,Disable Grace Warp
4283,
4286,Disable Grace Warp (Trap)
4287,
4290,
4291,
4300,Enemy: Fade after death
4301,Enemy: Fade after death (boss)
4302,Enemy: Fade after death (blue)
4305,
4306,
4307,
4308,
4310,
4311,
4312,
4313,
4315,
4320,
4321,
4330,
4340,
4350,
4360,
4370,
4375,
4380,
4400,
4401,
4402,
4403,
4404,
4405,
4406,
4407,
4408,
4409,
4410,
4411,
4412,
4420,
4421,
4430,
4431,
4460,
4461,
4463,
4464,
4465,
4470,
4471,
4472,
4473,
4474,
4475,
4476,
4477,
4489,
4490,
4500,
4501,
4510,
4511,
4512,
4520,
4521,
4522,
4525,
4530,
4531,
4532,
4540,
4545,
4549,
4550,
4551,
4552,
4555,
4600,
4601,
4602,
4650,
4651,
4652,
4700,
4790,
4800,
4801,
4802,
4803,
4820,
4821,
4822,
4823,
5000,
5001,
5002,
5003,
5004,
5005,
5006,
5007,
5008,
5009,
5010,
5011,
5012,
5015,
5016,
5019,
5020,
5021,
5022,
5023,
5024,
5025,
5026,
5027,
5028,
5029,
5030,
5031,
5032,
5033,
5034,
5035,
5036,
5037,
5038,
5039,
5040,
5041,
5042,
5043,
5044,
5045,
5046,
5047,
5048,
5049,
5060,
5061,
5070,
5071,
5072,
5079,
5080,
5081,
5085,
5090,
5091,
5092,
5093,
5094,
5095,
5096,
5097,
5098,
5099,
5100,
5101,
5110,
5111,
5112,
5120,
5130,
5139,
5150,
5151,
5155,
5160,
5170,
5181,
5182,
5183,
5184,
5190,
5195,
5200,
5210,
5211,
5212,
5213,
5225,
5226,
5227,
5230,
5231,
5232,
5240,
5247,
5250,Enemy: Golden Eyes (Bonus Runes)
5255,Enemy: Golden Eyes Failed (No Reroll)
5260,
5261,Enemy: Golden Eyes Chance (0.5%)
5262,Enemy: Golden Eyes Chance (1%)
5263,Enemy: Golden Eyes Chance (2%)
5264,Enemy: Golden Eyes Chance (3%)
5265,Enemy: Golden Eyes Chance (5%)
5266,Enemy: Golden Eyes Chance (10%)
5267,Enemy: Golden Eyes Chance (30%)
5268,Enemy: Golden Eyes Chance (50%)
5269,Enemy: Golden Eyes Chance (Guaranteed)
5300,No Stag
5301,NPC: Damage Level Override
5302,NPC: Damage Level Override
5303,NPC: Damage Level Override
5304,No Small Stag
5305,NPC: Damage Level Override
5306,NPC: Damage Level Override
5307,NPC: Damage Level Override
5308,NPC: Damage Level Override
5309,NPC: Damage Level Override
5310,NPC: Damage Level Override
5311,NPC: Damage Level Override
5320,NPC: Damage Level Override
5321,NPC: Damage Level Override
5322,NPC: Damage Level Override
5323,NPC: Damage Level Override
5324,NPC: Damage Level Override
5325,NPC: Damage Level Override
5326,NPC: Damage Level Override
5327,NPC: Damage Level Override
5328,NPC: Damage Level Override
5329,NPC: Damage Level Override
5330,NPC: Damage Level Override
5331,NPC: Damage Level Override
5332,NPC: Damage Level Override
5333,NPC: Damage Level Override
5334,NPC: Damage Level Override
5335,NPC: Damage Level Override
5350,NPC: Damage Level Override
5351,NPC: Damage Level Override
5352,NPC: Damage Level Override
5353,NPC: Damage Level Override
5354,NPC: Damage Level Override
5360,No Stag
5361,Light Stag 4 XL Hits + Light 4 Large
5362,Med Stag 4 XL Hits
5363,Med Stag 4 XL Hits + Light 4 Large
5364,Light Stag 4 XL Hits
5365,X Stag
5366,Resist Stag
5367,Heavy Stag 4 XL Hits + Heavy 4 Large
5368,Same Stag 4 XL Hits
5369,Heavy Stag 4 XL Hits + Med 4 Large
5370,No Stag [Armor]
5371,Light Stag 4 XL Hits + Light 4 Large [Armor]
5372,Med Stag 4 XL Hits [Armor]
5373,Med Stag 4 XL Hits + Light 4 Large [Armor]
5374,Light Stag 4 XL Hits [Armor]
5400,NPC: Animation Offset: 0
5401,NPC: Animation Offset: 1
5402,NPC: Animation Offset: 2
5403,NPC: Animation Offset: 3
5404,NPC: Animation Offset: 4
5405,NPC: Animation Offset: 5
5410,
5411,
5420,
5450,
5460,
5461,
5470,
5471,
5472,
5480,
5481,
5490,
5520,
5550,
5551,
5555,
5558,
5560,
5569,
5600,NPC: Infinite FP
5601,NPC: Faster Stamina Recovery
5630,
5635,Sword Arts Dodge Unk
5640,
5650,
5651,
5652,
5653,
5654,
5655,
5656,
5657,
5658,
5659,
5660,
5661,
5662,
5663,
5700,
5701,
5702,
5703,
5704,
5705,
5706,
5707,
5708,
5709,
5710,
5711,
5712,
5713,
5720,
5721,
5722,
5723,
5724,
5725,
5726,
5727,
5728,
5729,
5730,
5731,
5740,
5750,
5751,
5752,
5800,
5801,
5802,
5805,
5810,
5813,
5815,
5816,
5820,
5821,
5822,
5825,
5826,
5827,
5830,
5831,
5832,
5833,
5834,
5835,
5836,Undead Enemy
5837,Undead Enemy
5838,
5840,
5841,
5842,
5843,
5850,
5851,
5852,
5853,
5854,
5855,
5860,
5861,
5862,
5863,
5865,
5866,
5870,
5871,
5872,
5873,
5874,
5880,
5881,
5882,
5890,
5891,
5900,
5901,
5902,
5903,
5904,
5905,
5906,
5907,
5908,
5909,
5910,
5911,
5912,
5913,
5914,
5915,
5916,
5917,
5918,
5919,
5920,
5921,
5922,
5923,
5924,
5925,
5926,
5927,
5928,
5929,
5950,
5951,
5952,
5953,
5954,
5955,
5956,
5957,
5958,
5959,
5960,
5961,
5962,
5963,
5964,
5965,
5966,
5967,
5968,
5969,
5970,
5971,
5972,
5973,
5974,
5975,
5980,
5981,
5990,
6000,Enemy - Pushed by Rolls
6001,
6002,
6003,
6004,
6005,
6006,
6007,
6008,
6010,
6020,Enemy - Ignores Roll Push
6030,Enemy - Parry Resistance +1 (2 parries before riposte)
6031,Enemy - Parry Resistance +2 (3 parries before riposte)
6032,Enemy - Parry Resistance +3 (4 parries before riposte)
6040,
6041,
6042,
6043,
6050,
6060,
6070,
6071,
6072,
6073,
6074,
6080,
6081,
6082,
6090,
6091,
6092,
6093,
6094,
6095,
6096,
6097,
6200,
6201,
6202,
6203,
6210,
6211,
6212,
6213,
6220,
6221,
6222,
6223,
6230,
6231,
6232,
6233,
6300,
6335,
6340,Toughness Unk - Damage Level Small
6350,Toughness 1 (Small/Min)
6351,Toughness 2 (Medium/Push)
6352,Toughness 3 (Large)
6353,Toughness 4 (All)
6354,Toughness 5 (All)
6360,
6361,
6362,
6363,
6400,Hemorrhage - Type 1 - Special 1
6401,Hemorrhage - Type 1 - Special 2
6402,Hemorrhage - Type 1 - Special 3
6403,Hemorrhage - Type 1 - Special 4
6404,Hemorrhage - Type 1 - Special 5
6405,Hemorrhage - Type 1 - Special 6
6406,Hemorrhage - Type 1 - Special 7
6410,Hemorrhage - Type 2 - Special 1
6411,Hemorrhage - Type 2 - Special 2
6412,Hemorrhage - Type 2 - Special 3
6413,Hemorrhage - Type 2 - Special 4
6414,Hemorrhage - Type 2 - Special 5
6415,Hemorrhage - Type 2 - Special 6
6450,Sleep - Type 1 - Special 1
6451,Sleep - Type 1 - Special 2
6452,Sleep - Type 1 - Special 3
6453,Sleep - Type 1 - Special 4
6454,Sleep - Type 1 - Special 5
6455,Sleep - Type 1 - Special 6
6456,Sleep - Type 1 - Special 7
6460,Sleep - Type 2 - Special 1
6500,Poison - Type 1 - Special 1
6501,Poison - Type 1 - Special 2
6502,Poison - Type 1 - Special 3
6503,Poison - Type 1 - Special 4
6504,Poison - Type 1 - Special 5
6505,Poison - Type 1 - Special 6
6510,Poison - Type 2 - Special 1
6511,Poison - Type 2 - Special 2
6512,Poison - Type 2 - Special 3
6513,Poison - Type 2 - Special 4
6514,Poison - Type 2 - Special 5
6515,Poison - Type 2 - Special 6
6600,Scarlet Rot - Type 1 - Special 1
6601,Scarlet Rot - Type 1 - Special 2
6602,Scarlet Rot - Type 1 - Special 3
6603,Scarlet Rot - Type 1 - Special 4
6604,Scarlet Rot - Type 1 - Special 5
6605,Scarlet Rot - Type 1 - Special 6
6700,Frostbite - Type 1 - Special 1
6701,Frostbite - Type 1 - Special 2
6702,Frostbite - Type 1 - Special 3
6703,Frostbite - Type 1 - Special 4
6704,Frostbite - Type 1 - Special 5
6705,Frostbite - Type 1 - Special 6
6750,Madness - Type 1 - Special 1
6751,Madness - Type 1 - Special 2
6752,Madness - Type 1 - Special 3
6753,Madness - Type 1 - Special 4
6754,Madness - Type 1 - Special 5
6755,Madness - Type 1 - Special 6
6800,Blight - Type 1 - Special 1
6801,Blight - Type 1 - Special 2
6802,Blight - Type 1 - Special 3
6803,Blight - Type 1 - Special 4
6804,Blight - Type 1 - Special 5
6805,Blight - Type 1 - Special 6
6840,
6841,
6845,Black Knife - Bullet
6850,Destined Death - (DoT Main)
6851,
6860,Destined Death - (Max HP Debuff)
6861,
6865,Destined Death - (Max HP Debuff)
6900,
6901,
6902,
6903,
6904,
6905,
6906,
6907,
6908,
6909,
6910,Enemy - Crystal Dart Confusion
6915,Enemy - Crystal Dart Confusion - Visual
6920,Enemy - Crystal Dart Confusion - Border A
6921,Enemy - Crystal Dart Confusion - Border B
6922,Enemy - Crystal Dart Confusion - Border C
6930,Enemy - Crystal Dart Confusion - Point A
6931,Enemy - Crystal Dart Confusion - Point B
6932,Enemy - Crystal Dart Confusion - Point C
6990,
6991,
6992,
6993,
6994,
6995,
6996,
6997,
6998,
6999,
7000,Area Scaling - Tier 1 (Tutorial Tunnel)
7010,Area Scaling - Tier 2 (Limgrave Exploration)
7020,Area Scaling - Tier 3 (South Limgrave Exploration)
7030,Area Scaling - Tier 4 (North Limgrave Exploration + Bosses)
7040,Area Scaling - Tier 5 (Stormveil Castle Boss)
7050,Area Scaling - Tier 6 (Siofra River)
7060,Area Scaling - Tier 7 (South Liurnia Exploration  + Archives)
7070,Area Scaling - Tier 8 (North Liurnia Exploration + Archives Latter)
7080,Area Scaling - Tier 9 (Below Mt. Gelmir + Ainsel River)
7090,Area Scaling - Tier 10 (Entering Mt. Gelmir + Entering Caelid)
7100,Area Scaling - Tier 11 (Altus Plateua + Southeast Caelid)
7110,Area Scaling - Tier 12 (Leyndell + Nokstella)
7120,Area Scaling - Tier 13 (Volcano Manor + North Caelid)
7130,Area Scaling - Tier 22 (Leyndell Sewers)
7140,Area Scaling - Tier 23 (Giant Mountaintops + Farum Azula Weak)
7150,Area Scaling - Tier 24 (Farum Azula Latter)
7160,Area Scaling - Tier 25 (Leyndell Ashen + Snowfields)
7170,Area Scaling - Tier 26 (Final Battle)
7180,Area Scaling - Tier 27 (Haligtree + Mohgwyn Palace)
7190,Area Scaling - Tier 28 (Elphael)
7200,Area Scaling - Tier 29 (Haligtree Roots)
7210,Area Scaling - Tier 14 (Unusued)
7220,Area Scaling - Tier 15 (Unusued)
7230,Area Scaling - Tier 16 (Unusued)
7240,Area Scaling - Tier 17 (Unusued)
7250,Area Scaling - Tier 18 (Unusued)
7260,Area Scaling - Tier 19 (Unusued)
7270,Area Scaling - Tier 20 (Unusued)
7280,Area Scaling - Tier 21 (Unusued)
7400,NG+ Scaling -
7410,NG+ Scaling -
7420,NG+ Scaling -
7430,NG+ Scaling -
7440,NG+ Scaling -
7450,NG+ Scaling -
7460,NG+ Scaling -
7470,NG+ Scaling -
7480,NG+ Scaling -
7490,NG+ Scaling -
7500,NG+ Scaling -
7510,NG+ Scaling -
7520,NG+ Scaling -
7530,NG+ Scaling -
7540,NG+ Scaling -
7550,NG+ Scaling -
7560,NG+ Scaling -
7570,NG+ Scaling -
7580,NG+ Scaling -
